student_id,age,program,semester,gpa,attendance,assignments_completion,stress_level,sleep_hours,mental_wellbeing,productivity_score,distractions,career_clarity,skill_readiness,engagement_score
S563,25,MBA,7,6.64,84.1,92.2,7,3.9,3,8,4,8,5.844751844603968,89.4
S564,21,B.Tech,6,7.07,76.7,81.6,7,3.9,2,10,1,6,6.595847007985819,85.6
S565,22,B.Sc,8,9.11,98.7,92.9,3,8.4,6,9,1,8,8.641870056144917,93.3
S566,22,BCA,8,6.83,81.7,88.7,6,5.6,4,3,5,7,6.334434249656097,75.0
S567,22,B.Tech,8,7.64,77.8,87.6,4,7.6,4,8,3,8,8.116282547855143,81.2
S568,21,BCA,7,4.25,71.6,77.9,8,6.7,4,1,8,2,3.524138428576518,70.0
S569,18,B.Tech,1,1.95,9.8,18.8,9,4.1,1,3,9,2,2.9350780248051747,7.8
S570,21,B.Tech,7,8.92,97.9,100.0,5,4.1,3,10,1,9,8.602113019896587,100.0
S571,18,B.Tech,1,9.26,97.6,96.4,5,6.0,3,10,2,9,7.481512344800424,88.2
S572,20,B.Sc,4,9.06,98.4,100.0,5,4.8,5,9,2,9,8.708241684307481,100.0
S573,20,B.Tech,5,4.03,96.2,82.2,4,7.0,8,5,4,7,6.0,84.8
S574,20,BCA,5,9.41,99.3,100.0,2,7.5,8,7,2,9,8.75693488595257,96.2
S575,21,B.Tech,6,8.84,99.0,100.0,4,7.1,5,8,3,10,9.581427637936061,99.2
S576,19,B.Sc,3,0.19,8.1,12.8,10,4.9,1,5,3,2,1.0,9.3
S577,26,MBA,8,4.42,57.7,51.7,7,4.6,4,5,6,2,2.9997297644506986,55.2
S578,20,B.Tech,4,7.57,72.0,72.6,5,6.5,3,7,2,5,7.8654068041678915,57.3
S579,20,BCA,4,7.95,85.9,79.6,4,6.5,4,10,2,6,8.914040317930347,84.7
S580,20,B.Sc,5,8.49,71.1,71.4,6,6.0,2,8,3,8,6.893237243929107,74.7
S581,19,B.Tech,3,1.78,42.0,34.5,10,3.5,1,2,8,2,1.0,40.8
S582,20,BCA,5,3.1,48.8,45.8,10,4.8,1,2,10,3,2.2029657994508867,47.4
S583,19,B.Sc,2,7.55,77.1,68.5,7,5.2,4,7,3,8,7.206880545489517,74.2
S584,19,B.Sc,3,8.57,91.6,97.2,4,6.0,4,10,1,8,7.0120876992752414,81.4
S585,19,B.Sc,2,9.2,97.1,100.0,4,6.5,5,9,3,9,9.801276760507372,98.5
S586,19,BCA,2,1.49,25.9,32.3,10,5.1,1,5,5,3,1.0581771963483475,21.0
S587,21,BCA,6,2.77,23.3,13.5,9,6.1,2,1,9,2,3.2584705563793492,25.3
S588,20,BCA,4,8.51,98.8,100.0,3,6.5,9,8,4,8,6.923183532546351,100.0
S589,22,B.Sc,8,6.6,81.4,75.5,7,6.9,5,9,1,5,6.71429231399758,78.2
S590,19,BCA,3,7.82,77.3,67.4,4,5.0,7,5,3,7,6.825612379869287,83.0
S591,19,B.Tech,2,6.91,88.0,82.5,7,6.0,3,7,4,6,5.237412235385297,81.2
S592,21,BCA,6,9.81,90.4,93.2,2,5.2,7,7,4,8,8.954112451410248,89.2
S593,19,B.Sc,3,5.94,64.9,57.4,7,7.1,5,8,3,3,5.8138826342734875,53.6
S594,21,B.Tech,7,2.57,28.8,21.4,9,6.7,3,2,7,1,1.0,17.1
S595,18,BCA,1,8.3,70.8,64.8,6,6.5,5,8,1,5,9.07396383587619,62.4
S596,23,MBA,3,5.55,63.2,65.5,7,5.5,5,7,5,3,3.7674531480374425,69.9
S597,20,B.Tech,5,8.23,86.5,77.7,7,5.1,3,7,1,5,9.19198939333166,80.9
S598,21,B.Sc,6,9.89,84.2,90.0,4,6.7,8,8,4,1,6.0,72.4
S599,19,B.Tech,2,6.2,54.7,57.6,8,5.9,2,9,1,4,5.819738033947248,40.8
S600,18,BCA,1,8.15,72.1,76.5,6,6.4,3,9,1,5,6.553899130865538,77.5
S601,19,B.Tech,2,7.87,86.6,93.1,6,6.9,4,7,4,7,8.344590027750623,92.0
S602,20,B.Sc,5,5.65,85.9,93.8,5,6.2,6,7,3,8,6.0,92.3
S603,22,B.Tech,8,8.68,79.6,89.7,10,4.7,4,4,6,5,7.0,71.8
S604,20,B.Sc,5,8.71,93.1,98.9,5,7.0,6,8,1,9,8.315788517514735,87.7
S605,24,MBA,4,9.5,97.5,95.8,4,6.1,6,7,5,8,9.078456575298317,100.0
S606,19,B.Tech,2,8.43,72.6,80.6,7,4.6,5,10,1,7,7.819386060681145,69.7
S607,20,BCA,5,9.58,90.3,93.0,2,5.6,10,10,1,10,9.773026016754534,99.1
S608,21,BCA,6,6.31,60.1,65.7,7,4.2,4,1,9,5,5.506082092629258,61.2
S609,18,BCA,1,9.8,90.0,93.8,3,5.7,7,10,1,10,10.0,91.0
S610,22,BCA,8,9.24,92.0,91.8,5,4.1,7,8,1,9,8.794449018126892,77.0
S611,19,BCA,3,5.77,86.5,90.0,5,7.2,6,6,4,7,6.0,89.0
S612,19,BCA,3,6.73,89.5,94.4,6,7.5,2,6,4,7,7.5384113401553305,88.8
S613,25,MBA,7,8.39,77.6,73.2,6,4.3,5,9,1,8,8.597507540577967,64.1
S614,22,MBA,1,1.4,27.7,34.3,9,5.7,2,5,5,2,1.4662976677395365,37.7
S615,23,MBA,2,9.01,91.8,86.1,4,6.0,6,9,1,10,9.273389346546157,93.0
