student_id,age,program,semester,gpa,attendance,assignments_completion,stress_level,sleep_hours,mental_wellbeing,productivity_score,distractions,career_clarity,skill_readiness,engagement_score,APS,WWS,PTMS,CRS,SRI,Risk_Category
S408,20,BCA,4,5.11,65.1,58.3,7,6.6,4,5,8,4,3,54.2,55.3,49.8,41.8,35.0,46.2,Yellow
S409,26,MBA,8,8.21,78.7,86.5,5,6.6,6,8,6,6,5,79.3,82.3,63.8,67.9,55.0,68.0,Blue
S410,21,B.Sc,6,7.23,77.4,76.3,6,7.2,8,6,5,5,5,71.7,74.1,71.0,59.3,50.0,64.3,Blue
S411,26,MBA,8,7.71,83.2,79.6,5,7.5,6,7,5,8,7,72.0,78.8,67.1,64.4,75.0,72.0,Blue
S412,24,MBA,5,7.37,88.5,89.3,3,7.5,7,7,5,6,7,60.4,79.8,77.1,62.1,65.0,71.9,Blue
S413,20,B.Sc,4,7.51,84.4,70.5,5,6.8,6,7,5,7,6,73.5,76.0,64.5,64.7,65.0,68.1,Blue
S414,23,MBA,3,6.33,60.1,62.8,9,6.7,5,3,6,4,4,53.7,62.6,48.1,37.7,40.0,48.3,Yellow
S415,20,B.Sc,4,8.36,85.0,88.0,5,7.6,6,6,3,8,5,61.5,84.8,67.5,63.3,65.0,71.2,Blue
S416,23,MBA,2,5.21,71.8,50.1,7,5.5,5,5,8,6,4,43.9,55.6,49.6,39.8,50.0,49.5,Yellow
S417,23,MBA,3,7.24,88.6,75.6,4,7.2,7,7,6,5,5,63.1,76.3,73.0,59.6,50.0,65.6,Blue
S418,19,BCA,2,5.76,63.0,66.2,6,6.4,4,4,8,4,4,54.3,60.4,52.0,36.9,40.0,48.5,Yellow
S419,19,B.Sc,2,7.41,85.7,77.9,4,7.4,7,7,6,6,7,62.5,77.2,73.8,59.5,65.0,69.8,Blue
S420,22,BCA,8,6.84,79.4,84.6,3,7.5,6,8,3,6,7,69.2,73.8,73.1,74.8,65.0,71.6,Blue
S421,19,BCA,3,5.19,64.9,65.3,6,6.8,6,4,6,5,3,58.9,57.2,61.5,43.8,40.0,51.3,Yellow
S422,18,BCA,1,5.68,67.7,58.5,8,5.3,6,4,5,3,3,55.6,59.3,49.9,46.1,30.0,47.0,Yellow
S423,20,BCA,5,8.43,79.9,85.8,3,7.6,6,7,5,6,6,66.2,83.7,73.5,63.2,60.0,71.1,Blue
S424,26,MBA,8,5.95,67.2,61.8,8,5.5,4,4,7,6,4,48.8,61.5,42.6,38.8,50.0,49.4,Yellow
S425,19,BCA,3,7.24,76.4,73.6,5,6.3,7,7,6,6,5,64.0,73.4,66.6,59.8,55.0,64.4,Blue
S426,19,B.Sc,2,7.55,82.5,82.0,5,7.5,8,7,6,7,6,81.7,78.2,75.1,63.3,65.0,71.1,Blue
S427,20,B.Sc,4,5.43,61.9,63.7,9,6.1,4,5,8,3,5,44.5,57.7,41.9,39.9,40.0,45.8,Yellow
S428,21,B.Tech,7,7.28,88.5,81.0,6,7.9,6,8,3,8,7,73.6,77.6,65.6,75.7,75.0,73.6,Blue
S429,18,BCA,1,8.06,75.8,80.4,3,6.6,8,6,6,7,6,77.5,79.6,77.8,57.5,65.0,71.1,Blue
S430,25,MBA,6,5.2,70.1,58.6,9,5.3,4,5,7,6,5,40.7,56.9,38.9,42.1,55.0,49.0,Yellow
S431,20,BCA,5,8.36,77.0,74.3,5,7.4,6,8,3,8,7,81.8,80.4,66.8,77.4,75.0,75.1,Blue
S432,20,B.Sc,4,7.09,61.3,58.9,7,5.6,4,4,5,3,5,47.5,66.6,46.0,44.5,40.0,50.4,Yellow
S433,23,MBA,3,6.56,70.5,68.6,8,6.0,6,4,7,6,4,55.5,67.2,52.5,40.1,50.0,53.8,Yellow
S434,20,BCA,4,7.1,82.1,77.0,4,7.4,8,6,5,8,7,62.8,74.4,77.8,57.6,75.0,72.0,Blue
S435,21,B.Tech,7,8.24,89.0,73.5,5,7.0,7,7,6,6,6,84.7,81.9,69.2,63.9,60.0,69.6,Blue
S436,19,BCA,3,7.5,82.2,76.7,6,6.2,8,8,5,7,5,84.3,76.8,67.2,71.9,60.0,69.2,Blue
S437,21,B.Sc,7,7.81,82.5,81.1,5,7.8,8,8,6,5,5,63.3,79.6,76.2,64.7,50.0,68.4,Blue
S438,24,MBA,4,7.56,76.0,78.8,5,7.8,6,6,4,7,6,70.6,76.3,68.2,62.1,65.0,68.6,Blue
S439,20,B.Tech,5,4.97,64.7,67.4,7,6.9,5,3,8,6,3,53.4,56.2,54.9,31.7,45.0,48.2,Yellow
S440,21,B.Tech,6,8.3,78.4,83.8,5,7.8,6,6,4,6,5,67.2,82.2,68.2,61.4,55.0,67.7,Blue
S441,24,MBA,5,7.44,80.3,75.4,3,7.3,6,8,4,5,5,79.9,75.8,72.4,74.0,50.0,68.1,Blue
S442,20,B.Sc,4,7.68,88.4,89.5,4,6.1,6,6,3,8,7,70.1,81.7,64.9,65.0,75.0,72.5,Blue
S443,25,MBA,7,6.5,70.4,52.1,8,6.2,5,5,6,4,3,40.1,63.5,49.2,45.0,35.0,49.1,Yellow
S444,20,BCA,4,8.55,79.7,89.2,3,6.8,8,6,3,8,6,68.4,85.1,78.5,64.7,70.0,75.6,Blue
S445,22,B.Sc,8,5.74,73.5,58.6,7,5.5,6,4,5,4,5,45.2,60.9,53.6,44.0,45.0,51.7,Yellow
S446,21,BCA,7,7.34,80.2,76.1,5,6.4,6,6,3,8,7,76.9,75.3,63.0,66.4,75.0,70.4,Blue
S447,21,BCA,6,7.97,76.6,77.8,3,6.4,6,8,5,8,5,81.1,78.7,69.0,71.2,65.0,71.4,Blue
S448,18,B.Tech,1,7.85,81.7,78.7,4,7.4,7,8,6,5,5,73.7,79.2,73.8,66.7,50.0,68.1,Blue
S449,20,B.Tech,5,5.57,68.4,63.5,8,5.7,5,4,8,5,5,50.9,59.8,47.4,36.2,50.0,49.5,Yellow
S450,20,BCA,4,7.28,76.1,74.3,3,6.8,8,6,4,7,7,73.2,73.8,78.5,62.6,70.0,71.8,Blue
S451,20,BCA,5,8.21,82.3,89.0,6,6.6,6,7,3,6,7,79.7,83.5,60.8,71.9,65.0,70.9,Blue
S452,20,B.Tech,4,5.29,64.0,58.8,7,5.7,4,4,7,4,4,50.7,56.3,46.4,39.1,40.0,46.3,Yellow
S453,22,BCA,8,7.32,87.6,85.7,6,6.3,6,7,6,6,6,62.1,78.6,59.6,59.4,60.0,65.4,Blue
S454,21,B.Tech,7,8.22,75.8,82.1,6,7.3,6,6,3,5,7,60.6,80.9,63.4,63.1,60.0,67.7,Blue
S455,25,MBA,6,8.21,86.2,76.1,6,7.8,6,8,5,5,5,77.2,81.7,65.2,70.4,50.0,67.4,Blue
S456,20,B.Tech,4,6.12,67.1,52.3,8,5.9,5,3,6,3,4,51.5,60.6,48.1,37.3,35.0,46.4,Yellow
S457,25,MBA,6,7.26,83.7,74.7,6,7.8,6,6,3,8,7,69.9,75.2,65.2,65.0,75.0,70.6,Blue
S458,19,B.Sc,3,7.51,80.3,84.0,4,7.1,8,7,3,6,7,75.6,77.9,76.6,71.1,65.0,73.0,Blue
S459,22,B.Tech,8,7.64,85.4,85.4,4,6.6,6,7,6,7,7,84.1,80.0,66.8,63.8,70.0,71.0,Blue
S460,20,BCA,5,8.09,76.0,74.5,4,6.3,6,7,6,7,6,60.8,78.6,65.6,59.2,65.0,68.1,Blue
S461,26,MBA,8,7.75,83.1,75.0,5,6.7,6,8,3,8,6,67.7,78.1,64.1,74.5,70.0,71.9,Blue
S462,22,MBA,1,8.22,81.4,77.5,3,7.9,7,7,3,5,7,73.5,81.1,78.6,70.7,60.0,73.1,Blue
S463,24,MBA,5,8.01,77.0,86.5,3,6.7,8,8,6,7,7,69.5,80.8,78.1,65.9,70.0,74.4,Blue
S464,19,B.Sc,3,8.18,89.5,70.0,4,7.8,6,8,4,7,7,83.0,81.0,71.2,74.6,70.0,74.5,Blue
S465,20,B.Sc,5,7.67,77.5,75.3,6,7.6,8,6,5,7,7,82.6,76.6,72.5,61.5,70.0,70.9,Blue
S466,20,BCA,4,7.14,89.6,84.5,5,6.1,8,8,5,6,5,83.8,77.7,69.9,71.8,55.0,68.9,Blue
S467,20,BCA,5,7.19,76.6,76.5,3,7.2,7,6,4,7,6,83.9,73.8,76.0,64.8,65.0,70.4,Blue
S468,21,B.Tech,7,7.26,89.3,71.7,5,6.0,8,7,5,5,6,84.8,75.8,69.5,67.0,55.0,67.3,Blue
S469,22,BCA,8,7.6,85.4,79.8,6,7.1,8,7,4,6,6,82.9,78.6,70.6,69.6,60.0,70.2,Blue
S470,22,B.Sc,8,8.0,75.1,70.5,3,6.4,6,8,6,7,7,66.1,77.1,69.0,65.2,70.0,70.9,Blue
S471,25,MBA,6,7.46,89.8,88.3,5,6.1,7,7,3,5,7,79.5,80.4,65.9,71.9,60.0,70.0,Blue
S472,20,BCA,4,8.4,84.4,81.0,3,7.1,8,7,6,7,7,76.5,83.5,79.6,62.3,70.0,74.9,Blue
S473,24,MBA,4,7.29,78.1,73.1,3,6.9,6,8,3,7,6,82.9,74.0,70.9,77.6,65.0,71.7,Blue
S474,21,B.Tech,7,8.35,86.5,82.0,4,7.4,8,6,6,7,6,76.4,83.8,77.8,57.3,65.0,72.3,Blue
S475,25,MBA,7,8.35,83.5,81.8,5,7.1,6,8,5,7,6,71.2,83.2,65.6,69.2,65.0,71.4,Blue
S476,23,MBA,3,7.16,87.6,79.8,3,7.7,8,7,5,6,6,66.9,76.4,81.9,63.4,60.0,71.1,Blue
S477,21,B.Sc,7,7.29,80.2,77.0,3,6.8,7,8,4,6,6,62.9,75.2,74.5,70.6,60.0,70.3,Blue
S478,23,MBA,3,7.81,89.6,76.6,5,6.8,8,6,6,7,6,69.2,80.1,72.5,55.8,65.0,69.6,Blue
S479,21,B.Sc,6,8.19,76.3,76.4,4,7.4,8,6,4,6,6,75.1,79.7,77.8,63.0,60.0,71.0,Blue
S480,19,BCA,3,7.14,84.1,89.0,5,7.6,7,7,6,5,7,61.1,77.5,71.5,59.2,60.0,68.0,Blue
S481,19,BCA,3,7.5,88.0,81.2,6,6.0,6,8,3,8,6,80.1,78.8,58.5,77.0,70.0,71.2,Blue
S482,19,B.Tech,3,7.73,80.1,79.3,6,7.7,6,7,4,8,7,75.5,78.3,64.9,68.1,75.0,72.1,Blue
S483,19,B.Sc,2,8.27,81.6,85.1,4,7.0,8,7,6,6,7,75.6,83.0,76.2,62.1,65.0,72.6,Blue
S484,21,B.Tech,6,7.79,86.0,76.9,3,7.1,7,7,5,8,7,71.2,79.3,75.6,64.2,75.0,74.3,Blue
S485,25,MBA,6,7.82,84.4,78.5,5,6.4,7,6,3,5,6,69.2,79.5,67.0,64.8,55.0,67.3,Blue
S486,20,B.Sc,5,8.32,80.1,87.5,5,6.8,6,8,5,5,6,84.6,83.4,64.5,71.9,55.0,69.3,Blue
S487,21,BCA,7,6.99,88.9,77.3,4,6.3,6,7,5,8,7,71.5,75.2,65.6,64.3,75.0,70.6,Blue
S488,19,BCA,3,7.83,75.3,89.8,4,7.5,7,7,6,7,7,82.9,80.0,74.1,63.6,70.0,72.7,Blue
S489,20,B.Sc,5,7.14,89.8,88.5,4,7.3,6,7,3,7,5,73.0,78.5,69.4,70.6,60.0,70.0,Blue
S490,24,MBA,5,8.59,79.2,83.4,6,6.0,8,8,4,5,5,74.7,84.1,66.5,72.9,50.0,68.9,Blue
S491,22,MBA,1,8.37,89.7,71.4,5,6.8,7,8,5,5,5,83.7,82.4,68.5,71.7,50.0,68.7,Blue
S492,24,MBA,5,7.37,84.1,86.4,5,6.2,7,7,3,6,7,64.4,78.3,66.2,68.9,65.0,70.1,Blue
S493,24,MBA,4,7.23,79.8,84.7,3,6.6,7,7,6,6,7,76.8,76.3,73.8,62.4,65.0,70.1,Blue
S494,19,BCA,3,7.49,83.1,72.9,6,7.7,6,6,4,7,5,78.7,76.1,64.9,63.7,60.0,66.8,Blue
S495,19,B.Sc,2,7.53,76.3,85.4,3,6.0,7,6,6,8,5,82.3,77.5,71.5,58.5,65.0,69.1,Blue
S496,25,MBA,7,7.57,87.1,83.5,6,7.0,6,8,6,6,6,76.3,79.5,62.2,67.3,60.0,67.9,Blue
S497,21,BCA,7,7.54,79.7,77.8,6,7.6,8,8,6,5,7,80.1,76.7,72.5,68.0,60.0,69.7,Blue
S498,18,B.Sc,1,7.96,89.4,89.5,3,6.4,8,7,3,5,7,75.4,83.5,77.0,71.1,60.0,73.5,Blue
S499,21,BCA,7,7.75,87.8,82.5,4,7.5,8,7,4,7,7,82.8,80.6,78.1,69.6,70.0,75.1,Blue
S500,22,BCA,8,7.46,87.4,86.8,3,7.7,6,7,5,5,6,60.6,79.6,73.9,62.1,55.0,68.5,Blue
